payment_id,user_id,rental_id,payment_date,amount,payment_method,status
557,517,557,2020-12-22,3.47,gift_card,completed
558,413,558,2023-03-28,6.93,paypal,pending
559,10,559,2020-02-03,6.12,credit_card,pending
560,347,560,2022-09-14,4.38,paypal,refunded
561,95,561,2021-09-18,4.7,paypal,completed
562,350,562,2021-08-14,4.47,paypal,completed
563,721,563,2021-02-22,5.01,debit_card,failed
564,353,564,2022-08-02,4.35,credit_card,completed
565,732,565,2022-12-16,6.39,gift_card,refunded
566,28,566,2025-01-26,6.28,gift_card,pending
567,444,567,2023-02-04,3.41,debit_card,refunded
568,770,568,2025-03-11,6.83,paypal,completed
569,808,569,2020-10-23,5.53,credit_card,pending
570,445,570,2025-03-16,6.3,credit_card,refunded
571,339,571,2022-11-05,5.82,gift_card,completed
572,938,572,2022-03-22,4.73,debit_card,completed
573,869,573,2020-05-08,5.93,debit_card,completed
574,713,574,2021-05-22,6.85,debit_card,failed
575,398,575,2020-04-15,4.07,debit_card,failed
576,579,576,2020-10-01,6.22,credit_card,failed
577,789,577,2024-07-14,5.14,paypal,pending
578,833,578,2021-07-31,4.92,gift_card,refunded
579,365,579,2022-10-14,4.73,credit_card,pending
580,373,580,2020-11-29,5.91,debit_card,pending
581,278,581,2020-10-06,4.06,debit_card,completed
582,929,582,2020-11-02,6.4,gift_card,completed
583,408,583,2024-05-09,6.31,paypal,pending
584,648,584,2023-10-11,3.34,paypal,refunded
585,161,585,2023-06-22,6.52,paypal,failed
586,906,586,2025-05-11,3.97,debit_card,pending
587,730,587,2022-05-14,4.85,credit_card,pending
588,691,588,2022-08-26,5.43,credit_card,refunded
589,760,589,2024-09-11,4.51,paypal,refunded
590,449,590,2024-01-18,3.1,gift_card,pending
591,662,591,2024-08-23,6.39,paypal,completed
592,874,592,2023-03-05,3.72,paypal,completed
593,478,593,2022-05-28,3.84,gift_card,pending
594,5,594,2022-04-29,6.18,paypal,completed
595,762,595,2020-10-23,4.35,gift_card,refunded
596,995,596,2023-02-13,6.51,gift_card,failed
597,104,597,2021-04-08,5.79,credit_card,refunded
598,107,598,2023-06-13,4.1,gift_card,failed
599,389,599,2022-02-20,3.03,paypal,pending
600,149,600,2023-06-13,6.78,gift_card,pending
601,713,601,2023-07-08,3.33,paypal,failed
602,769,602,2020-11-03,5.87,gift_card,completed
603,306,603,2024-04-16,4.94,credit_card,pending
604,512,604,2021-11-28,6.02,paypal,failed
605,998,605,2022-08-22,5.75,paypal,completed
606,661,606,2024-04-20,5.57,paypal,failed
607,757,607,2022-08-02,4.95,gift_card,pending
608,595,608,2023-03-26,6.16,credit_card,pending
609,523,609,2020-09-05,3.36,credit_card,refunded
610,732,610,2024-04-20,3.88,credit_card,failed
611,852,611,2024-12-22,5.76,credit_card,completed
612,884,612,2022-08-30,4.21,gift_card,pending
613,331,613,2024-09-28,5.32,paypal,refunded
614,710,614,2023-07-21,4.88,debit_card,refunded
615,181,615,2023-01-18,5.11,credit_card,completed
616,926,616,2021-02-03,4.69,debit_card,pending
617,980,617,2024-02-03,5.97,gift_card,refunded
618,16,618,2022-08-26,4.31,gift_card,completed
619,193,619,2021-01-21,5.8,debit_card,completed
620,858,620,2024-03-14,4.07,paypal,failed
621,995,621,2021-01-03,4.0,debit_card,failed
622,617,622,2021-06-09,3.47,gift_card,pending
623,409,623,2025-05-13,3.76,debit_card,refunded
624,589,624,2021-04-15,3.47,credit_card,refunded
625,685,625,2020-07-16,5.13,credit_card,failed
626,524,626,2024-09-13,6.04,paypal,pending
627,133,627,2023-08-16,3.73,debit_card,refunded
628,611,628,2024-02-26,3.86,debit_card,completed
629,761,629,2021-03-20,4.93,debit_card,completed
630,370,630,2024-11-12,5.89,debit_card,completed
631,355,631,2021-09-17,6.9,paypal,completed
632,979,632,2022-09-06,5.09,gift_card,failed
633,140,633,2021-06-22,4.12,paypal,pending
634,346,634,2020-11-15,3.39,gift_card,completed
635,364,635,2025-06-10,3.77,gift_card,completed
636,604,636,2024-05-11,3.9,gift_card,refunded
637,291,637,2021-04-03,3.71,debit_card,failed
638,85,638,2025-02-05,3.05,paypal,refunded
639,378,639,2024-04-17,5.13,gift_card,refunded
640,307,640,2021-12-12,4.09,credit_card,refunded
641,150,641,2024-10-22,6.89,gift_card,completed
642,636,642,2022-04-17,5.2,paypal,pending
643,355,643,2024-03-15,5.78,debit_card,failed
644,157,644,2024-09-04,3.5,credit_card,completed
645,540,645,2022-02-02,6.46,gift_card,failed
646,933,646,2023-08-29,4.95,debit_card,completed
647,781,647,2020-11-28,6.48,paypal,pending
648,511,648,2023-01-27,5.29,paypal,pending
649,134,649,2025-01-16,4.87,credit_card,failed
650,882,650,2021-11-19,4.75,credit_card,refunded
651,22,651,2024-02-27,3.73,gift_card,completed
652,688,652,2024-11-01,3.2,debit_card,failed
653,258,653,2024-02-13,6.75,debit_card,refunded
654,632,654,2023-04-22,4.9,paypal,pending
655,925,655,2021-12-05,6.28,paypal,completed
656,699,656,2025-07-05,4.59,gift_card,pending
657,171,657,2024-08-26,3.29,gift_card,completed
658,99,658,2024-04-12,5.51,paypal,refunded
659,979,659,2024-03-06,3.2,paypal,completed
660,551,660,2025-04-19,3.59,debit_card,refunded
661,348,661,2024-02-02,5.24,debit_card,completed
662,97,662,2021-04-10,4.21,debit_card,failed
663,623,663,2024-07-30,6.97,gift_card,pending
664,56,664,2024-09-11,3.46,debit_card,completed
665,236,665,2024-03-06,6.05,credit_card,completed
666,358,666,2021-09-01,5.42,credit_card,pending
667,591,667,2022-09-28,6.15,debit_card,completed
668,970,668,2021-09-13,3.89,debit_card,pending
669,420,669,2025-03-27,5.08,paypal,refunded
670,298,670,2021-09-22,4.79,paypal,failed
671,556,671,2023-05-06,4.76,gift_card,failed
672,13,672,2020-09-02,6.43,credit_card,pending
673,730,673,2021-03-06,6.95,credit_card,failed
674,628,674,2020-01-28,4.21,gift_card,pending
675,80,675,2024-04-12,5.47,debit_card,failed
676,314,676,2021-08-14,5.43,debit_card,completed
677,547,677,2025-05-18,5.95,gift_card,completed
678,244,678,2022-07-23,6.78,credit_card,failed
679,922,679,2023-06-21,3.82,credit_card,refunded
680,46,680,2021-03-31,3.83,debit_card,failed
681,645,681,2022-10-22,5.63,paypal,completed
682,844,682,2025-01-25,3.62,gift_card,failed
683,182,683,2025-06-18,3.69,gift_card,completed
684,120,684,2023-09-15,3.29,debit_card,refunded
685,814,685,2023-02-13,3.0,gift_card,refunded
686,84,686,2024-09-23,4.79,credit_card,failed
687,442,687,2023-05-21,5.37,debit_card,completed
688,983,688,2023-07-14,4.16,credit_card,refunded
689,54,689,2021-05-20,3.92,paypal,pending
690,712,690,2023-04-13,5.82,gift_card,failed
691,341,691,2024-07-07,5.8,gift_card,pending
692,322,692,2024-11-21,4.81,credit_card,failed
693,618,693,2023-01-05,5.74,debit_card,completed
694,650,694,2022-04-03,6.69,debit_card,completed
695,320,695,2023-03-26,6.14,gift_card,pending
696,928,696,2025-04-21,5.49,credit_card,completed
697,265,697,2020-04-19,5.63,paypal,completed
698,466,698,2021-01-23,6.72,credit_card,completed
699,767,699,2024-04-01,4.69,debit_card,pending
700,72,700,2025-06-22,5.17,gift_card,completed
701,382,701,2023-08-09,5.58,gift_card,refunded
702,983,702,2020-12-26,6.62,gift_card,failed
703,489,703,2025-07-10,6.3,paypal,refunded
704,40,704,2022-03-19,3.28,paypal,pending
705,971,705,2022-09-26,3.65,debit_card,pending
706,192,706,2022-05-03,4.22,credit_card,completed
707,451,707,2023-01-08,5.99,credit_card,refunded
708,746,708,2023-01-11,5.27,credit_card,pending
709,173,709,2020-02-25,4.14,paypal,failed
710,705,710,2022-09-23,3.49,gift_card,pending
711,776,711,2022-07-19,5.74,debit_card,refunded
712,141,712,2022-09-20,5.79,debit_card,failed
713,592,713,2024-08-06,6.76,paypal,failed
714,688,714,2022-04-19,4.99,paypal,completed
715,15,715,2023-12-11,4.97,gift_card,failed
716,162,716,2025-04-19,3.31,gift_card,completed
717,180,717,2025-06-20,3.15,paypal,completed
718,539,718,2023-11-30,4.72,debit_card,pending
719,632,719,2023-01-31,4.28,gift_card,pending
720,567,720,2024-04-15,3.99,gift_card,completed
721,369,721,2022-02-21,3.36,debit_card,refunded
722,13,722,2024-02-22,6.84,gift_card,completed
723,716,723,2024-07-26,6.33,debit_card,refunded
724,202,724,2024-08-26,5.29,credit_card,failed
725,51,725,2024-07-07,6.79,gift_card,failed
726,737,726,2025-08-10,6.99,gift_card,failed
727,401,727,2025-07-29,5.68,credit_card,completed
728,893,728,2023-08-25,4.07,debit_card,refunded
729,981,729,2020-10-13,3.15,gift_card,completed
730,692,730,2020-02-12,6.02,credit_card,failed
731,994,731,2020-02-23,4.87,debit_card,pending
732,216,732,2025-01-31,5.6,gift_card,failed
733,643,733,2024-08-15,6.65,paypal,failed
734,855,734,2025-04-10,3.72,credit_card,pending
735,757,735,2020-03-21,5.33,debit_card,refunded
736,820,736,2020-12-09,5.53,paypal,failed
737,638,737,2020-01-23,4.96,debit_card,refunded
738,619,738,2025-06-14,3.35,paypal,pending
739,286,739,2022-05-23,4.38,paypal,pending
740,682,740,2020-04-07,4.32,credit_card,pending
741,796,741,2023-07-07,5.67,credit_card,completed
742,657,742,2024-12-18,6.42,paypal,refunded
743,901,743,2022-09-30,4.31,credit_card,completed
744,301,744,2024-08-30,5.76,debit_card,pending
745,674,745,2023-04-20,4.14,gift_card,failed
746,297,746,2021-01-31,6.77,debit_card,completed
747,274,747,2021-04-14,6.24,paypal,failed
748,965,748,2023-06-02,5.19,debit_card,completed
749,401,749,2020-11-09,4.81,paypal,refunded
750,980,750,2021-06-18,4.25,debit_card,failed
751,764,751,2024-08-23,4.28,debit_card,completed
752,536,752,2025-04-09,6.87,credit_card,pending
753,663,753,2020-12-09,4.61,paypal,pending
754,799,754,2020-11-11,5.05,paypal,refunded
755,185,755,2023-04-21,6.94,gift_card,refunded
756,497,756,2025-02-06,5.62,debit_card,completed
757,828,757,2023-08-06,5.16,debit_card,pending
758,412,758,2024-02-08,4.64,gift_card,failed
759,292,759,2022-08-04,3.74,paypal,completed
760,771,760,2023-04-05,4.44,debit_card,completed
761,755,761,2025-04-21,6.02,gift_card,pending
762,581,762,2021-12-01,5.49,gift_card,refunded
763,119,763,2020-01-14,6.03,gift_card,failed
764,890,764,2020-03-25,3.8,debit_card,refunded
765,500,765,2020-10-01,5.19,paypal,completed
766,28,766,2020-03-28,6.7,paypal,completed
767,430,767,2021-12-22,4.74,gift_card,pending
768,4,768,2021-12-02,5.78,gift_card,refunded
769,149,769,2024-07-26,3.48,paypal,completed
770,868,770,2020-11-12,6.88,gift_card,completed
771,992,771,2023-10-28,5.43,gift_card,refunded
772,204,772,2024-09-24,3.95,paypal,pending
773,872,773,2021-12-01,3.62,debit_card,pending
774,172,774,2020-04-22,5.19,gift_card,failed
775,113,775,2025-07-20,5.2,debit_card,failed
776,316,776,2021-09-26,3.36,gift_card,failed
777,564,777,2021-08-02,6.96,gift_card,refunded
778,777,778,2024-03-11,6.64,gift_card,failed
779,668,779,2021-06-25,4.84,credit_card,failed
780,212,780,2020-08-24,3.46,debit_card,refunded
781,691,781,2025-05-01,6.32,debit_card,failed
782,453,782,2021-12-05,4.98,gift_card,pending
783,78,783,2021-12-27,5.86,paypal,completed
784,833,784,2020-06-13,5.03,gift_card,pending
785,621,785,2021-03-23,4.08,credit_card,pending
786,872,786,2021-12-09,6.33,gift_card,completed
787,967,787,2024-07-13,6.91,credit_card,pending
788,320,788,2020-08-06,3.96,gift_card,completed
789,220,789,2021-05-01,5.2,debit_card,pending
790,206,790,2021-12-12,4.52,gift_card,refunded
791,879,791,2022-11-16,6.68,debit_card,refunded
792,329,792,2022-05-05,5.02,paypal,failed
793,421,793,2023-12-28,6.51,paypal,refunded
794,262,794,2024-08-22,6.45,gift_card,completed
795,845,795,2020-01-24,4.09,gift_card,failed
796,719,796,2022-06-30,6.15,paypal,pending
797,973,797,2023-10-28,4.65,credit_card,refunded
798,164,798,2024-02-23,6.73,paypal,failed
799,235,799,2023-05-27,5.02,paypal,refunded
800,984,800,2023-11-03,6.27,credit_card,failed
801,590,801,2020-05-10,4.12,paypal,completed
802,700,802,2022-07-22,4.18,paypal,completed
803,395,803,2025-01-11,5.34,credit_card,pending
804,378,804,2021-04-15,6.99,credit_card,failed
805,29,805,2022-02-14,4.95,debit_card,completed
806,922,806,2023-09-23,3.58,gift_card,pending
807,996,807,2023-05-17,5.14,debit_card,failed
808,700,808,2023-01-15,4.37,credit_card,pending
809,415,809,2022-10-22,5.2,paypal,completed
810,172,810,2021-05-02,5.16,credit_card,pending
811,521,811,2023-03-14,4.81,paypal,failed
812,913,812,2022-09-19,4.28,debit_card,refunded
813,274,813,2024-01-27,3.74,debit_card,completed
814,212,814,2022-07-29,5.78,debit_card,failed
815,212,815,2025-01-11,5.28,paypal,failed
816,388,816,2025-06-23,3.92,gift_card,pending
817,288,817,2022-08-14,6.09,gift_card,completed
818,653,818,2025-04-02,3.16,gift_card,refunded
819,605,819,2020-06-25,5.97,credit_card,refunded
820,304,820,2021-03-30,5.81,credit_card,pending
821,24,821,2022-01-24,6.24,paypal,completed
822,821,822,2021-05-31,4.53,credit_card,refunded
823,643,823,2020-01-17,5.64,paypal,completed
824,326,824,2024-04-11,6.27,debit_card,pending
825,745,825,2022-03-28,6.91,paypal,completed
826,982,826,2022-04-23,4.97,credit_card,completed
827,422,827,2022-05-14,3.14,debit_card,completed
828,393,828,2022-06-30,5.0,debit_card,pending
829,992,829,2024-04-09,5.35,paypal,pending
830,524,830,2021-04-16,6.47,gift_card,pending
831,912,831,2024-01-27,6.49,credit_card,refunded
832,810,832,2023-10-20,4.75,credit_card,failed
833,158,833,2023-09-19,5.09,gift_card,completed
834,621,834,2023-02-01,4.82,credit_card,failed
835,649,835,2025-06-20,5.88,gift_card,completed
836,190,836,2021-11-12,4.63,gift_card,completed
837,150,837,2021-12-30,5.61,debit_card,completed
838,503,838,2023-07-09,3.61,debit_card,pending
839,878,839,2023-10-24,4.87,paypal,refunded
840,474,840,2024-02-03,6.87,debit_card,pending
841,399,841,2025-05-13,4.34,gift_card,completed
842,72,842,2021-04-14,5.76,paypal,failed
843,231,843,2020-12-18,5.59,credit_card,completed
844,441,844,2022-06-21,6.4,gift_card,completed
845,67,845,2025-02-20,6.4,paypal,refunded
846,255,846,2024-04-09,6.43,debit_card,completed
847,400,847,2024-01-18,4.51,gift_card,pending
848,876,848,2024-07-23,4.26,paypal,refunded
849,820,849,2020-12-12,5.86,credit_card,refunded
850,247,850,2023-05-26,6.03,gift_card,refunded
851,486,851,2025-01-08,6.48,gift_card,completed
852,412,852,2022-09-25,3.13,paypal,refunded
853,752,853,2021-10-10,3.26,paypal,refunded
854,947,854,2022-08-30,5.51,debit_card,pending
855,6,855,2021-09-07,6.67,debit_card,failed
856,460,856,2023-03-13,6.98,gift_card,pending
857,253,857,2025-05-24,5.98,credit_card,pending
858,281,858,2022-05-11,4.73,debit_card,failed
859,606,859,2021-05-14,3.38,credit_card,failed
860,998,860,2021-06-22,5.52,paypal,refunded
861,373,861,2023-07-27,6.48,paypal,pending
862,158,862,2022-02-11,4.76,debit_card,completed
863,191,863,2022-04-06,5.77,gift_card,pending
864,972,864,2022-02-14,6.6,paypal,failed
865,522,865,2023-08-13,3.17,credit_card,refunded
866,488,866,2020-04-01,6.17,gift_card,refunded
867,309,867,2024-10-09,4.16,debit_card,refunded
868,565,868,2021-11-09,4.49,paypal,completed
869,295,869,2021-12-17,3.57,debit_card,completed
870,968,870,2025-07-03,5.11,gift_card,failed
871,337,871,2020-05-29,5.25,gift_card,refunded
872,569,872,2023-02-13,6.16,gift_card,pending
873,510,873,2023-04-26,3.67,credit_card,refunded
874,767,874,2024-02-03,3.31,gift_card,pending
875,478,875,2022-01-19,6.47,gift_card,pending
876,422,876,2023-08-06,5.47,paypal,completed
877,215,877,2022-01-13,3.95,credit_card,refunded
878,499,878,2021-03-14,6.64,credit_card,failed
879,854,879,2020-10-22,3.56,debit_card,refunded
880,488,880,2023-01-31,4.83,gift_card,refunded
881,651,881,2024-06-13,4.01,paypal,failed
882,10,882,2021-07-10,4.01,debit_card,failed
883,551,883,2021-05-04,3.03,gift_card,refunded
884,904,884,2023-03-04,6.21,credit_card,failed
885,721,885,2025-02-18,6.59,gift_card,pending
886,789,886,2023-05-13,5.7,gift_card,completed
887,164,887,2021-12-29,3.62,paypal,failed
888,584,888,2020-11-09,4.76,paypal,pending
889,436,889,2020-11-23,4.37,paypal,completed
890,770,890,2021-02-05,5.34,debit_card,failed
891,18,891,2021-02-02,5.55,paypal,completed
892,372,892,2022-07-01,4.69,debit_card,refunded
893,554,893,2023-05-31,3.99,gift_card,failed
894,318,894,2025-04-26,6.37,debit_card,pending
895,198,895,2025-07-06,3.79,debit_card,pending
896,447,896,2020-02-20,4.53,paypal,completed
897,725,897,2021-09-16,4.92,paypal,pending
898,986,898,2020-05-13,3.94,credit_card,pending
899,952,899,2024-02-21,5.28,debit_card,failed
900,396,900,2021-12-10,5.29,gift_card,completed
901,788,901,2020-08-28,6.96,credit_card,pending
902,811,902,2023-02-14,4.17,credit_card,refunded
903,981,903,2022-03-14,6.9,credit_card,failed
904,447,904,2022-03-10,5.62,paypal,pending
905,276,905,2024-10-23,4.09,paypal,pending
906,357,906,2020-12-09,5.25,paypal,pending
907,1,907,2024-12-08,5.73,gift_card,failed
908,89,908,2025-05-03,5.97,debit_card,failed
909,971,909,2022-01-20,3.19,credit_card,completed
910,794,910,2022-01-05,5.42,paypal,failed
911,321,911,2024-10-14,4.98,debit_card,pending
912,486,912,2020-05-04,6.61,credit_card,pending
913,124,913,2022-09-12,4.13,debit_card,refunded
914,546,914,2020-09-05,6.19,credit_card,failed
915,686,915,2024-11-22,5.42,debit_card,pending
916,177,916,2022-08-07,4.4,paypal,refunded
917,87,917,2020-11-20,5.54,debit_card,completed
918,639,918,2025-03-20,5.47,debit_card,completed
919,27,919,2021-05-27,5.7,credit_card,completed
920,481,920,2020-03-09,5.87,debit_card,pending
921,188,921,2024-01-14,5.63,gift_card,pending
922,572,922,2021-09-17,6.34,credit_card,completed
923,112,923,2024-06-04,5.5,debit_card,refunded
924,42,924,2021-03-19,6.6,gift_card,completed
925,400,925,2025-02-17,5.58,credit_card,failed
926,458,926,2025-07-18,4.23,paypal,pending
927,508,927,2025-02-20,4.75,credit_card,pending
928,264,928,2024-08-31,5.31,credit_card,failed
929,21,929,2020-02-23,5.92,debit_card,pending
930,794,930,2023-11-21,3.35,gift_card,failed
931,952,931,2023-04-04,4.17,credit_card,completed
932,433,932,2021-09-05,5.98,credit_card,completed
933,272,933,2025-07-15,3.69,credit_card,pending
934,769,934,2024-03-31,3.52,debit_card,pending
935,403,935,2022-02-09,5.15,credit_card,completed
936,131,936,2022-11-03,6.88,gift_card,failed
937,478,937,2020-06-05,5.11,debit_card,completed
938,163,938,2022-04-09,6.64,paypal,failed
939,203,939,2023-07-06,6.31,paypal,refunded
940,901,940,2020-05-18,4.02,debit_card,completed
941,996,941,2024-03-08,6.29,gift_card,failed
942,783,942,2022-12-08,4.92,debit_card,failed
943,76,943,2024-11-16,6.22,debit_card,failed
944,525,944,2025-03-01,5.98,debit_card,pending
945,627,945,2020-09-25,4.34,debit_card,pending
946,680,946,2021-10-17,3.45,credit_card,refunded
947,199,947,2025-04-05,6.84,paypal,refunded
948,714,948,2024-07-22,3.55,gift_card,failed
949,847,949,2024-05-16,6.86,credit_card,pending
950,462,950,2025-08-13,6.43,paypal,failed
951,609,951,2021-11-01,5.89,debit_card,pending
952,718,952,2022-02-17,6.91,paypal,pending
953,670,953,2025-01-30,6.86,paypal,refunded
954,243,954,2020-04-24,6.21,credit_card,failed
955,552,955,2021-08-26,4.45,credit_card,failed
956,778,956,2021-11-07,6.15,gift_card,pending
957,403,957,2023-12-21,3.05,debit_card,pending
958,288,958,2024-06-24,5.14,debit_card,completed
959,439,959,2021-07-17,4.81,debit_card,refunded
960,357,960,2023-05-20,5.68,paypal,completed
961,261,961,2025-02-19,5.68,paypal,pending
962,669,962,2021-09-03,5.33,debit_card,failed
963,291,963,2022-06-16,6.28,gift_card,pending
964,927,964,2023-08-01,6.75,paypal,completed
965,773,965,2024-03-17,3.42,gift_card,refunded
966,56,966,2021-09-05,3.93,paypal,pending
967,912,967,2025-03-06,3.09,credit_card,failed
968,359,968,2021-04-04,6.53,credit_card,completed
969,270,969,2021-12-30,5.24,debit_card,pending
970,744,970,2023-04-24,6.65,credit_card,failed
971,517,971,2025-01-04,3.88,paypal,failed
972,202,972,2022-10-01,3.24,paypal,pending
973,362,973,2020-12-12,6.29,credit_card,completed
974,449,974,2022-01-14,6.63,credit_card,failed
975,858,975,2022-06-03,4.2,credit_card,refunded
976,460,976,2022-04-02,4.62,debit_card,completed
977,754,977,2020-06-17,3.55,credit_card,failed
978,48,978,2024-11-23,6.78,paypal,pending
979,912,979,2023-08-07,4.21,credit_card,pending
980,946,980,2023-11-06,4.96,debit_card,completed
981,516,981,2025-07-23,3.38,debit_card,failed
982,69,982,2021-03-26,6.54,paypal,failed
983,584,983,2023-03-01,3.53,paypal,completed
984,799,984,2023-06-12,4.8,credit_card,completed
985,967,985,2021-12-01,5.67,paypal,completed
986,35,986,2020-05-18,5.96,gift_card,refunded
987,191,987,2020-03-06,6.77,paypal,refunded
988,710,988,2023-08-22,4.67,gift_card,refunded
989,662,989,2023-06-23,5.96,gift_card,pending
990,393,990,2021-05-30,3.61,paypal,refunded
991,284,991,2022-06-30,4.65,gift_card,refunded
992,820,992,2025-03-17,3.39,paypal,refunded
993,996,993,2022-11-08,4.95,paypal,failed
994,575,994,2024-05-07,4.62,debit_card,refunded
995,472,995,2023-11-27,6.8,gift_card,completed
996,285,996,2020-07-03,3.12,gift_card,refunded
997,993,997,2020-01-26,4.47,credit_card,pending
998,133,998,2023-12-19,4.76,paypal,pending
999,242,999,2022-09-13,6.79,debit_card,refunded
1000,924,1000,2024-07-13,6.41,debit_card,completed
